Colonne1,Région,Dpt,FINNES,Raison.sociale,Complement.distribution,Adresse,Lieudit.BP,Code.postal,Libelle.routage,Tel,nom correspondant,mail,logiciel,RPU (oui/non)
210,LANGUEDOC ROUSSILLON,Hérault,340015502,CLINIQUE DU MILLENAIRE,,220 BOULEVARD PENELOPE,CS 59523,34960,MONTPELLIER CEDEX 2,04 99 53 60 00 ,,,,
211,LANGUEDOC ROUSSILLON,Hérault,340015965,POLYCLINIQUE SAINT PRIVAT,,10 RUE DE LA MARGERIDE,BP 90051,34760,BOUJAN SUR LIBRON,04 67 35 46 00 ,,,,
212,LANGUEDOC ROUSSILLON,Hérault,340021443,GCS SU LODEVOIS,,13 BOULEVARD PASTEUR,BP 70,34702,LODEVE CEDEX,04 67 88 30 00 ,,,,
213,LANGUEDOC ROUSSILLON,Hérault,340780147,POLYCLINIQUE DES TROIS VALLEES,,4 ROUTE DE SAINT PONS,,34600,BEDARIEUX,04 67 95 56 56 ,,,,
214,LANGUEDOC ROUSSILLON,Hérault,340780154,POLYCLINIQUE PASTEUR,,3 RUE PASTEUR,,34120,PEZENAS,04 67 90 41 42 ,,,,
215,LANGUEDOC ROUSSILLON,Hérault,340780436,HOPITAL SAINT LOUP HBT AGDE,,BOULEVARD DES HELLENES,,34300,AGDE,04 99 44 20 00 ,,,,
216,LANGUEDOC ROUSSILLON,Hérault,340780634,CLINIQUE SAINT JEAN,,36 AVENUE BOUISSON BERTRAND,,34093,MONTPELLIER CEDEX 5,04 67 61 20 00 ,,,,
217,LANGUEDOC ROUSSILLON,Hérault,340780642,CLINIQUE BEAU SOLEIL,,119 AVENUE DE LODEVE,,34070,MONTPELLIER,04 67 75 99 99 ,,,,
218,LANGUEDOC ROUSSILLON,Hérault,340780667,CLINIQUE DU PARC,,50 RUE EMILE COMBES,BP 20,34171,CASTELNAU LE LEZ CEDEX,04 67 33 13 31 ,,,,
219,LANGUEDOC ROUSSILLON,Hérault,340780683,POLYCLINIQUE SAINT ROCH,,43 RUE DU FAUBOURG SAINT JAUMES,CS 1122,34967,MONTPELLIER CEDEX 2,04 67 61 88 88 ,,,,
220,LANGUEDOC ROUSSILLON,Hérault,340780717,CLINIQUE SAINT LOUIS,,13 PLACE JOSEPH BOUDOURESQUES,BP 103,34190,GANGES,04 67 81 68 00 ,,,,
221,LANGUEDOC ROUSSILLON,Hérault,340780725,CLINIQUE VIA DOMITIA POLE DE SANTE,POLE DE SANTE PROF LOUIS SERRE,CHEMIN DES ALICANTES,,34400,LUNEL,04 67 91 92 00 ,,,,
222,LANGUEDOC ROUSSILLON,Hérault,340785161,HOPITAL LAPEYRONIE CHU MONTPELLIER,,371 AVENUE DU DOYEN GASTON GIRAUD,,34295,MONTPELLIER CEDEX 5,04 67 33 67 33 ,,,,
300,LANGUEDOC ROUSSILLON,Lozère,480000017,CENTRE HOSPITALIER MENDE,,AVENUE DU 8 MAI 1945,,48001,MENDE CEDEX,04 66 49 49 49 ,,,,
430,LANGUEDOC ROUSSILLON,Pyrénées Orientales,660000084,CH SAINT JEAN,,20 AVENUE DU LANGUEDOC,BP 49954,66046,PERPIGNAN CEDEX,04 68 61 66 33 ,,,,
431,LANGUEDOC ROUSSILLON,Pyrénées Orientales,660006990,GCS MAISON DE SANTE MEDICALE,,RUE DE CAL JOANET,BP 8,66800,ERR,,,,,
432,LANGUEDOC ROUSSILLON,Pyrénées Orientales,660008947,PLATE FORME SAMU SDIS 66,,1 RUE DU LIEUTENANT GOURBAULT,BP 19935,66962,PERPIGNAN CEDEX 9,04 68 29 97 32 ,,,,
433,LANGUEDOC ROUSSILLON,Pyrénées Orientales,660780628,CLINIQUE DU VALLESPIR,,CHEMIN DE SAN PLUJET,,66400,CERET,04 68 87 12 55 ,,,,
434,LANGUEDOC ROUSSILLON,Pyrénées Orientales,660780776,CLINIQUE SAINT MICHEL,,25 AVENUE LOUIS PRAT,BP 25,66500,PRADES,04 68 96 03 16 ,,,,
435,LANGUEDOC ROUSSILLON,Pyrénées Orientales,660780784,CLINIQUE SAINT PIERRE,,169 AVENUE DE PRADES,BP 92118,66012,PERPIGNAN CEDEX,04 68 56 26 26 ,,,,
436,LANGUEDOC ROUSSILLON,Pyrénées Orientales,660790387,POLYCLINIQUE SAINT ROCH,SITE MEDIPOLE,CHEMIN DU MAS ANGLADE,,66330,CABESTANY,04 68 66 10 10 ,,,,
207,LANGUEDOC ROUSSILLON,Hérault,340000033,CENTRE HOSPITALIER BEZIERS,ZAC DE MONTMIRAN,2 RUE VALENTIN HAÃœY,BP 740,34525,BEZIERS CEDEX,04 67 35 70 35 ,,,TU-ORUPACA,OUI
110,LIMOUSIN,Corrèze,190000018,CENTRE HOSPITALIER DUBOIS BRIVE,,3 BOULEVARD DR VERLHAC,BP 432,19312,BRIVE LA GAILLARDE CEDEX,05 55 92 60 00 ,,,ResUrgences,OUI
111,LIMOUSIN,Corrèze,190000026,CENTRE HOSPITALIER TULLE,,3 PLACE DOCTEUR MASCHAT,BP 160,19012,TULLE CEDEX,05 55 29 79 00 ,,,ResUrgences,OUI
112,LIMOUSIN,Corrèze,190000091,CENTRE HOSPITALIER D'USSEL,,2 AVENUE DOCTEUR ROULLET,BP 55,19208,USSEL CEDEX,05 55 96 40 00 ,,,ResUrgences,OUI
126,LIMOUSIN,Creuse,230000820,CENTRE HOSPITALIER GUERET,,39 AVENUE DE LA SENATORERIE,BP 159,23011,GUERET CEDEX,05 55 51 70 00 ,,,ResUrgences,OUI
127,LIMOUSIN,Creuse,230004657,CENTRE HOSPITALIER AUBUSSON,,"50, rue Henri Dunant",,23200,AUBUSSON,05 55 83 50 50,,,ResUrgences,OUI
608,LIMOUSIN,Hte Vienne,870000064,C H U  DUPUYTREN  LIMOGES,,2 AVENUE MARTIN LUTHER KING,,87042,LIMOGES CEDEX 1,05 55 05 55 55 ,,,Urqual,OUI
609,LIMOUSIN,Hte Vienne,870000098,CENTRE HOSPITALIER SAINT JUNIEN,,12 RUE CHATEAUBRIAND,BP 110,87205,ST JUNIEN CEDEX,05 55 43 50 00 ,,,ResUrgences,OUI
610,LIMOUSIN,Hte Vienne,870000270,CTRE HOSPITALIER  J BOUTARD  ST YRIEIX,,PLACE DU PRESIDENT PAUL MAGNAUD,BP 51,87500,ST YRIEIX LA PERCHE,05 55 75 75 75 ,,,ResUrgences,OUI
611,LIMOUSIN,Hte Vienne,870000288,CLINIQUE FRANCOIS CHENIEUX,,18 RUE DU GENERAL CATROUX,BP 3905,87039,LIMOGES CEDEX 1,05 55 45 40 40 ,,,SPEC (Calystène),OUI
613,LIMOUSIN,Hte Vienne,870014859,HOPITAL DE LA MERE ET DE L'ENFANT,,8 AVENUE DOMINIQUE LARREY,,87000,LIMOGES,05 55 05 66 66 ,,,Urqual,OUI
327,LORRAINE,Meurthe et Moselle,540000015,CHU NANCY - MATERNITE,,10 RUE DU DR HEYDENREICH,BP 4213,54042,NANCY CEDEX,03 83 34 44 44 ,,,,
328,LORRAINE,Meurthe et Moselle,540000023,CENTRE HOSPITALIER SAINT CHARLES TOUL,,1 COURS RAYMOND POINCARE,BP 310,54201,TOUL CEDEX,03 83 62 20 20 ,,,,
329,LORRAINE,Meurthe et Moselle,540000155,CENTRE HOSPITALIER DE LUNEVILLE,,6 RUE GIRARDET,BP 30206,54301,LUNEVILLE CEDEX,03 83 76 12 12 ,,,,
330,LORRAINE,Meurthe et Moselle,540000296,CENTRE HOSPITALIER DE PONT A MOUSSON,,PLACE COLOMBE,BP 269,54701,PONT A MOUSSON CEDEX,03 83 80 20 00 ,,,,
331,LORRAINE,Meurthe et Moselle,540000486,POLYCLINIQUE DE GENTILLY ET SAINT DON,,2 RUE MARIE MARVINGT,,54100,NANCY,08 25 12 18 25 ,,,,
332,LORRAINE,Meurthe et Moselle,540001070,CENTRE HOSPITALIER MAILLOT BRIEY,,31 AVENUE ALBERT DE BRIEY,BP 99,54151,BRIEY CEDEX,03 82 47 50 00 ,,,,
333,LORRAINE,Meurthe et Moselle,540001096,CH DE MT ST MARTIN ( ALPHA SANTE ),,4 RUE ALFRED LABBE,,54350,MONT ST MARTIN,03 82 44 70 00 ,,,,
334,LORRAINE,Meurthe et Moselle,540001138,CHU NANCY - HOPITAL CENTRAL,,29 AVENUE DE LATTRE DE TASSIGNY,CO 60034,54035,NANCY CEDEX,03 83 85 85 85 ,,,,
335,LORRAINE,Meurthe et Moselle,540002698,CHU NANCY - HOPITAUX DE BRABOIS,,RUE DU MORVAN,,54511,VANDOEUVRE LES NANCY CEDEX,03 83 15 30 30 ,,,,
336,LORRAINE,Meuse,550000012,CH VERDUN/ST MIHIEL-HOP ST NICOLAS,,2 RUE D'ANTHOUARD,BP 20713,55107,VERDUN CEDEX,03 29 83 84 85 ,,,,
337,LORRAINE,Meuse,550000434,CENTRE HOSPITALIER DE BAR-LE-DUC,,1 BOULEVARD D'ARGONNE,BP 510,55012,BAR LE DUC CEDEX,03 29 45 88 88 ,,,,
344,LORRAINE,Moselle,570000059,CH MARIE-MADELEINE,,2 RUE THERESE,BP 80229,57604,FORBACH CEDEX,03 87 88 80 00 ,,,,
345,LORRAINE,Moselle,570000117,CH DE SARREBOURG - HOPITAL ST NICOLAS,,25 AVENUE DU GENERAL DE GAULLE,BP 80269,57402,SARREBOURG CEDEX,03 87 23 24 25 ,,,,
346,LORRAINE,Moselle,570000216,HOSPITALOR HOPITAL DE ST AVOLD,,RUE AMBROISE PARE,BP 20204,57502,ST AVOLD CEDEX,03 87 91 14 44 ,,,,
347,LORRAINE,Moselle,570000281,HOPITAL D'HAYANGE,,51 RUE DE WENDEL,BP 50525,57701,HAYANGE CEDEX,03 82 57 73 73 ,,,,
348,LORRAINE,Moselle,570000349,CHR METZ-THIONVILLE - HOPITAL BEL AIR,,1 RUE DE FRISCATY,BP 60327,57126,THIONVILLE CEDEX,03 82 55 82 55 ,,,,
349,LORRAINE,Moselle,570000596,HIA LEGOUEST,,27 AVENUE DE PLANTIERES,,57000,METZ,03 87 56 46 46 ,,,,
350,LORRAINE,Moselle,570000646,HOPITAL-CLINIQUE CLAUDE BERNARD,,97 RUE CLAUDE BERNARD,BP 45050,57000,METZ,08 26 30 66 66 ,,,,
351,LORRAINE,Moselle,570000661,HOPITAL SAINT JOSEPH DE BITCHE,,1 RUE DE LEBACH,BP 70,57233,BITCHE CEDEX,03 87 98 76 00 ,,,,
352,LORRAINE,Moselle,570000901,CENTRE HOSPITALIER ROBERT PAX,,2 RUE RENE FRANCOIS-JOLLY,,57211,SARREGUEMINES CEDEX,03 87 27 33 10 ,,,,
353,LORRAINE,Moselle,570026682,CHR METZ THIONVILLE - HOPITAL DE MERCY,,1 ALLEE DU CHATEAU,CS 45001,57530,ARS LAQUENEXY,03 87 55 31 31 ,,,,
614,LORRAINE,Vosges,880000021,CHI E.DURKHEIM - PLATEAU DE LA JUSTICE,,3 AVENUE ROBERT SCHUMAN,BP 590,88021,EPINAL CEDEX,03 29 68 70 00 ,,,,
615,LORRAINE,Vosges,880000039,CENTRE HOSPITALIER DE GERARDMER,,22 BOULEVARD KELSCH,BP 129,88400,GERARDMER,03 29 60 29 60 ,,,,
616,LORRAINE,Vosges,880000047,CENTRE HOSPITALIER DE SAINT-DIE,,26 RUE DU NOUVEL HOPITAL,,88187,ST DIE DES VOSGES CEDEX,03 29 52 83 10 ,,,,
617,LORRAINE,Vosges,880000054,CHI L'OUEST VOSGIEN SITE NEUFCHATEAU,,1280 AVENUE DE LA DIVISION LECLERC,BP 249,88307,NEUFCHATEAU CEDEX,03 29 94 80 00 ,,,,
618,LORRAINE,Vosges,880000062,CENTRE HOSPITALIER DE REMIREMONT,,1 RUE GEORGES LANG,BP 161,88204,REMIREMONT CEDEX,03 29 23 41 41 ,,,,
619,LORRAINE,Vosges,880000070,CHI DE L'OUEST VOSGIEN SITE DE VITTEL,,191 AVENUE MAURICE BARRES,BP 129,88804,VITTEL CEDEX,03 29 05 88 88 ,,,,
43,MIDI PYRENEES,Ariège,90000175,CH INTERCOMMUNAL DU VAL D'ARIEGE,,CHEMIN DE BARRAU,BP 90064 SAINT JEAN DE VERGES,9017,FOIX CEDEX,05 61 03 30 30 ,,,CROSSWAY,oui
44,MIDI PYRENEES,Ariège,90001629,CH DU PAYS D'OLMES,,CHEMIN DE LA SOULANO,BP 30197,9301,LAVELANET CEDEX,05 61 65 78 78 ,,,-,oui
45,MIDI PYRENEES,Ariège,90782244,CH J IBANES DE SAINT LIZIER,ROZES,,,9190,ST LIZIER,05 61 96 20 00 ,,,-,oui
55,MIDI PYRENEES,Aveyron,120000039,C.H. DE RODEZ 'HOPITAL JACQUES PUEL',,AVENUE DE L'HOPITAL,,12027,RODEZ CEDEX 9,05 65 55 12 12 ,,,DxCare,oui
56,MIDI PYRENEES,Aveyron,120000054,CH VILLEFRANCHE DE ROUERGUE,,AVENUE CAYLET,BP 299,12200,VILLEFRANCHE DE ROUERGUE,05 65 65 30 00 ,,,,oui
57,MIDI PYRENEES,Aveyron,120000070,CH PIERRE DELPECH DECAZEVILLE,,60 AVENUE PROSPER-ALFARIC,,12300,DECAZEVILLE,05 65 43 71 71 ,,,Cortexe,non
58,MIDI PYRENEES,Aveyron,120004569,CENTRE HOSPITALIER DE MILLAU,SIEGE SOCIAL,265 BOULEVARD ACHILLE SOUQUES,BP 148,12101,MILLAU CEDEX,,,,Urqual,oui
59,MIDI PYRENEES,Aveyron,120004668,CENTRE HOSPITALIER DE SAINT AFFRIQUE,,88 AVENUE DR LUCIEN GALTIER,,12402,ST AFFRIQUE CEDEX,05 65 49 70 22 ,,,Diamm,oui
180,MIDI PYRENEES,Hte Garonne,310000310,CENTRE HOSPITALIER COMMINGES PYRENEES,,351 AVENUE DE SAINT PLANCARD,BP 183,31806,ST GAUDENS CEDEX,05 62 00 40 00 ,,,DPU,oui
181,MIDI PYRENEES,Hte Garonne,310016977,HOPITAUX MERE & ENFANTS  CHU TLSE,,330 AVENUE DE GRANDE BRETAGNE,TSA 700 34,31059,TOULOUSE CEDEX 9,,,,Urqual,oui
182,MIDI PYRENEES,Hte Garonne,310780101,CLINIQUE SAINT JEAN LANGUEDOC,,20 ROUTE DE REVEL,,31077,TOULOUSE CEDEX 4,05 61 54 91 91 ,,,Mediboard,oui
183,MIDI PYRENEES,Hte Garonne,310780283,CLINIQUE DE L'UNION,,BOULEVARD DE RATALENS,BP 24336 SAINT JEAN,31243,L UNION CEDEX,05 61 37 81 81 ,,,Dopatient,oui
184,MIDI PYRENEES,Hte Garonne,310780382,CLINIQUE AMBROISE PARE,,387 ROUTE DE SAINT SIMON,,31082,TOULOUSE CEDEX 1,08 26 30 19 19 ,,,Dopatient,oui
185,MIDI PYRENEES,Hte Garonne,310781000,CLINIQUE DES CEDRES,,CHATEAU D'ALLIEZ,,31700,CORNEBARRIEU,05 62 13 31 31 ,,,Mediboard,oui
186,MIDI PYRENEES,Hte Garonne,310781067,HOPITAL JOSEPH DUCUING,,15 RUE DE VARSOVIE,,31076,TOULOUSE CEDEX 3,05 61 77 34 00 ,,,TU-ORUPACA,oui
187,MIDI PYRENEES,Hte Garonne,310781505,CLINIQUE D'OCCITANIE,,20 AVENUE BERNARD IV,BP 40304,31605,MURET CEDEX,05 61 51 88 88 ,,,Expert Santé,oui
188,MIDI PYRENEES,Hte Garonne,310783048,HOPITAL DE PURPAN CHU TOULOUSE,,1 PLACE DU DOCTEUR BAYLAC,TSA 400 31,31059,TOULOUSE CEDEX 9,05 61 77 22 33 ,,,Urqual,oui
189,MIDI PYRENEES,Hte Garonne,310783055,HOPITAL DE RANGUEIL CHU TOULOUSE,,AVENUE JEAN POULHES,TSA 500 32,31059,TOULOUSE CEDEX 9,05 61 32 25 33 ,,,Urqual,oui
190,MIDI PYRENEES,Gers,320000086,CENTRE HOSPITALIER D'AUCH,,ALLEE MARIE CLARAC,BP 382,32008,AUCH CEDEX,05 62 61 32 32 ,,,Urqual,oui
191,MIDI PYRENEES,Gers,320000102,CENTRE HOSPITALIER DE CONDOM,,21 AVENUE DU MARECHAL JOFFRE,,32100,CONDOM,05 62 28 20 77 ,,,TU-ORUPACA,oui
291,MIDI PYRENEES,Lot,460000045,CENTRE HOSPITALIER FIGEAC MAQUISARDS,,33 RUE DES MAQUISARDS,,46106,FIGEAC CEDEX,05 65 50 65 50 ,,,-,oui
292,MIDI PYRENEES,Lot,460000052,CENTRE  HOSPITALIER SAINT CERE,,AVENUE DOCTEUR ROUX,,46400,ST CERE,05 65 10 40 00 ,,,Corwin,oui 
293,MIDI PYRENEES,Lot,460000102,CENTRE HOSPITALIER JEAN COULON GOURDON,,AVENUE PASTEUR,BP 40054,46300,GOURDON,05 65 27 65 27 ,,,Develop. Interne,oui
294,MIDI PYRENEES,Lot,460000110,CTRE HOSPITALIER JEAN ROUGIER CAHORS,,335 RUE PRESIDENT WILSON,BP 50269,46005,CAHORS CEDEX 9,05 65 20 50 50 ,,,DxCare,oui
425,MIDI PYRENEES,Hautes Pyrénées,650000045,CENTRE HOSPITALIER DE LOURDES,,2 AVENUE ALEXANDRE MARQUI,BP 710,65107,LOURDES CEDEX,05 62 42 42 42 ,,,Crossway,oui
426,MIDI PYRENEES,Hautes Pyrénées,650000052,CENTRE HOSPITALIER BAGNERES DE BIGORRE,,15 RUE GAMBETTA,BP 149,65201,BAGNERES DE BIGORRE CEDEX,05 62 91 41 11 ,,,-,oui
427,MIDI PYRENEES,Hautes Pyrénées,650000417,CENTRE HOSPITALIER DE BIGORRE,,BOULEVARD DE LATTRE DE TASSIGNY,BP 1330,65013,TARBES CEDEX 9,05 62 51 51 51 ,,,Crossway,oui
428,MIDI PYRENEES,Hautes Pyrénées,650780679,POLYCLINIQUE DE L'ORMEAU,,12 CHEMIN DE L'ORMEAU,,65000,TARBES,05 62 56 40 40 ,,,-,oui
429,MIDI PYRENEES,Hautes Pyrénées,650784218,CMC HOPITAUX DE LANNEMEZAN,,,,65300,LANNEMEZAN,05 62 99 55 55 ,,,Crossway,oui
571,MIDI PYRENEES,Tarn,810000224,CENTRE MEDICO CHIR OBST CLAUDE BERNARD,,1 RUE PERE COLOMBIER,,81030,ALBI CEDEX 9,05 63 77 77 63 ,,,Emed,oui
572,MIDI PYRENEES,Tarn,810000505,CENTRE HOSPITALIER D'ALBI,,22 BOULEVARD SIBILLE,,81013,ALBI CEDEX 9,05 63 47 47 47 ,,,Médical Object,oui
573,MIDI PYRENEES,Tarn,810000521,HOP DU PAYS D'AUTAN SITE DU CAUSSE,,6 AVENUE DE LA MONTAGNE NOIRE,BP 30417,81108,CASTRES CEDEX,05 63 71 63 71 ,,,Cotexte,oui
574,MIDI PYRENEES,Tarn,810000562,CENTRE HOSPITALIER DE LAVAUR,,1 PLACE VIALAS,BP 85,81500,LAVAUR,05 63 58 81 81 ,,,Médical Object,oui
575,MIDI PYRENEES,Tarn,810101444,POLYCLINIQUE DU SIDOBRE,LE PESQUIE,CHEMIN DE SAINT HIPPOLYTE,,81100,CASTRES,05 63 71 88 88 ,,,-,oui
576,MIDI PYRENEES,Tarn et Garonne,820000032,CENTRE HOSPITALIER MONTAUBAN,,100 RUE LEON CLADEL,BP 765,82013,MONTAUBAN CEDEX,05 63 92 82 82 ,,,Crossway,oui
577,MIDI PYRENEES,Tarn et Garonne,820000057,CLINIQUE DU PONT DE CHAUME,,330 AVENUE MARCEL UNAL,,82017,MONTAUBAN CEDEX,05 63 68 33 33 ,,,Dopatient,oui
578,MIDI PYRENEES,Tarn et Garonne,820000883,CENTRE HOSPITALIER MOISSAC,,16 BOULEVARD CAMILLE DELTHIL,BP 302,82201,MOISSAC CEDEX,05 63 04 67 00 ,,,Crossway,oui
358,NORD PAS DE CALAIS,Nord,590000121,CH SECLIN,,4 AVENUE DES MARRONNIERS,BP 109,59471,SECLIN CEDEX,03 20 62 70 00 ,,,,
359,NORD PAS DE CALAIS,Nord,590000337,CH DUNKERQUE,,130 AVENUE LOUIS HERBEAUX,BP 6367,59140,DUNKERQUE,03 28 28 59 00 ,,,,
360,NORD PAS DE CALAIS,Nord,590000428,CH CAMBRAI,,516 AVENUE DE PARIS,BP 389,59407,CAMBRAI CEDEX,03 27 73 73 73 ,,,,
361,NORD PAS DE CALAIS,Nord,590000436,CH LE CATEAU,,28 BOULEVARD PATURLE,,59360,LE CATEAU CAMBRESIS,03 27 84 66 66 ,,,,
362,NORD PAS DE CALAIS,Nord,590000469,CH FOURMIES,,RUE DE L HOPITAL,BP 29,59611,FOURMIES CEDEX,03 27 56 47 47 ,,,,
363,NORD PAS DE CALAIS,Nord,590000535,CH SAMBRE AVESNOIS MAUBEUGE,,13 BOULEVARD PASTEUR,BP 249,59607,MAUBEUGE CEDEX,03 27 69 43 43 ,,,,
364,NORD PAS DE CALAIS,Nord,590000592,CH DENAIN,,25 RUE J JAURES,BP 225,59723,DENAIN CEDEX,03 27 24 30 00 ,,,,
365,NORD PAS DE CALAIS,Nord,590000618,CH VALENCIENNES,,114 AVENUE DESANDROUINS,BP 479,59322,VALENCIENNES CEDEX,03 27 14 33 33 ,,,,
366,NORD PAS DE CALAIS,Nord,590000758,CH ARMENTIERES,,112 RUE SADI CARNOT,BP 189,59421,ARMENTIERES CEDEX,03 20 48 33 33 ,,,,
367,NORD PAS DE CALAIS,Nord,590000774,CH HAZEBROUCK,,1 RUE DE L'HOPITAL,BP 209,59524,HAZEBROUCK CEDEX,03 28 42 66 00 ,,,,
368,NORD PAS DE CALAIS,Nord,590001004,CENTRE HOSPITALIER DE DOUAI,,ROUTE DE CAMBRAI,BP 10740 CEDEX,59507,DOUAI CEDEX,03 27 99 61 61 ,,,,
369,NORD PAS DE CALAIS,Nord,590001749,POLYCLINIQUE DE GRANDE SYNTHE,,AVENUE DE LA POLYCLINIQUE,BP 20159,59792,GRANDE SYNTHE CEDEX,03 28 58 60 00 ,,,,
370,NORD PAS DE CALAIS,Nord,590006607,HOP JEANNE DE FLANDRE CHR LILLE,,2 AVENUE OSCAR LAMBRET,,59000,LILLE,03 20 44 59 62 ,,,,
371,NORD PAS DE CALAIS,Nord,590008041,POLYCLINIQUE VAUBAN,,10 AVENUE VAUBAN,,59300,VALENCIENNES,03 27 32 42 52 ,,,,
372,NORD PAS DE CALAIS,Nord,590780268,POLYCLINIQUE DU BOIS,,44 RUE MARX DORMOY,BP 59,59003,LILLE CEDEX,03 20 22 56 00 ,,,,
373,NORD PAS DE CALAIS,Nord,590780284,GPT HOPITAUX INSTITUT CATHOLIQUE LILLE,,115 RUE DU GRAND BUT,,59462,LOMME CEDEX,03 20 22 50 50 ,,,,
374,NORD PAS DE CALAIS,Nord,590780383,HOPITAL PRIVE LA LOUVIERE,,69 RUE DE LA LOUVIERE,,59042,LILLE CEDEX,03 20 15 70 00 ,,,,
375,NORD PAS DE CALAIS,Nord,590782553,HOPITAL PRIVE DE VILLENEUVE D'ASCQ,,20 AVENUE DE LA RECONNAISSANCE,QUARTIER DU RECUEIL,59650,VILLENEUVE D ASCQ,03 20 99 41 41 ,,,,
376,NORD PAS DE CALAIS,Nord,590784864,HOP CALMETTE CHR LILLE,,BOULEVARD DU PR LECLERCQ,,59037,LILLE CEDEX,03 20 44 59 62 ,,,,
377,NORD PAS DE CALAIS,Nord,590787586,HOP CARDIOLOGIQUE CHR LILLE,,2 AVENUE OSCAR LAMBRET,,59037,LILLE CEDEX,03 20 44 52 74 ,,,,
378,NORD PAS DE CALAIS,Nord,590796975,HOP SALENGRO - HOPITAL B CHR LILLE,CITE HOSPITALIERE,2 AVENUE OSCAR LAMBRET,,59037,LILLE CEDEX,03 20 44 59 62 ,,,,
379,NORD PAS DE CALAIS,Nord,590797353,HOPITAL SAINT VINCENT - SAINT ANTOINE,,51 BOULEVARD DE BELFORT,,59020,LILLE CEDEX,,,,,
380,NORD PAS DE CALAIS,Nord,590801106,HOPITAL VICTOR PROVO,,11 BOULEVARD LACORDAIRE,BP 359,59056,ROUBAIX CEDEX 1,03 20 99 31 31 ,,,,
381,NORD PAS DE CALAIS,Nord,590804696,HOPITAL GUY CHATILIEZ CH TOURCOING,,155 RUE DU PRESIDENT COTY,,59208,TOURCOING CEDEX,03 20 69 49 49 ,,,,
382,NORD PAS DE CALAIS,Nord,590811279,HOP CLAUDE HURIEZ CHR LILLE,,RUE MICHEL POLONOVSKI,,59037,LILLE CEDEX,03 20 44 59 62 ,,,,
383,NORD PAS DE CALAIS,Nord,590816310,CLINIQUE SAINT AME,,RUE CLEMENCEAU,,59552,LAMBRES LEZ DOUAI,03 27 71 17 11 ,,,,
398,NORD PAS DE CALAIS,Pas de Calais,620000034,CH ARRAS,,BOULEVARD BESNIER,BP 914,62022,ARRAS CEDEX,03 21 21 10 10 ,,,,
399,NORD PAS DE CALAIS,Pas de Calais,620000224,CH BETHUNE,,RUE DELBECQUE,BP 809,62408,BETHUNE CEDEX,03 21 64 43 96 ,,,,
400,NORD PAS DE CALAIS,Pas de Calais,620000257,CH LENS,,99 ROUTE DE LA BASSEE,SP 8,62307,LENS CEDEX,03 21 69 12 34 ,,,,
401,NORD PAS DE CALAIS,Pas de Calais,620000323,CH CALAIS,,1601 BOULEVARD DES JUSTES,BP 339,62107,CALAIS CEDEX,03 21 46 33 33 ,,,,
402,NORD PAS DE CALAIS,Pas de Calais,620000349,CH REGION DE ST OMER,,ROUTE DE BLENDECQUES,BP 60357 HELFAUT,62505,ST OMER CEDEX,03 21 88 70 00 ,,,,
403,NORD PAS DE CALAIS,Pas de Calais,620000653,CH BOULOGNE-SUR-MER,,RUE JACQUES MONOD,BP 609,62321,BOULOGNE SUR MER CEDEX,03 21 99 33 33 ,,,,
404,NORD PAS DE CALAIS,Pas de Calais,620003202,CH ARROND DE MONTREUIL,,140 CHEMIN DEPARTEMENTAL,BP 8,62180,RANG DU FLIERS,03 21 89 45 45 ,,,,
405,NORD PAS DE CALAIS,Pas de Calais,620003350,POLYCLINIQUE DE RIAUMONT,,RUE D'ENTRE DEUX MONTS,,62800,LIEVIN,03 21 44 80 80 ,,,,
406,NORD PAS DE CALAIS,Pas de Calais,620003376,POLYCLINIQUE MED CHIR D'HENIN-BEAUMONT,,ROUTE DE COURRIERES,BP 199,62256,HENIN BEAUMONT CEDEX,03 21 13 30 00 ,,,,
407,NORD PAS DE CALAIS,Pas de Calais,620025346,POLYCLINIQUE DE LA 'CLARENCE',,RUE DU DOCTEUR LEGAY,,62460,DIVION,03 21 54 90 00 ,,,,
408,NORD PAS DE CALAIS,Pas de Calais,620100735,CLINIQUE ANNE ARTOIS,,100 RUE EMILE BASLY,BP 195,62404,BETHUNE CEDEX,08 26 20 01 10 ,,,,
17,PACA,Alpes hte provence,40000093,CENTRE HOSPITALIER DE MANOSQUE,,RUE AUGUSTE GIRARD,BP 108,4101,MANOSQUE CEDEX,04 92 73 42 10 ,,,,
18,PACA,Alpes hte provence,40000135,CHI DES ALPES DU SUD SITE DE SISTERON,,4 AVENUE DE LA LIBERATION,BP 99,4203,SISTERON CEDEX,04 92 33 70 00 ,,,,
19,PACA,Alpes hte provence,40000911,CENTRE HOSPIT GENERAL DIGNE LES BAINS,,QUARTIER SAINT CHRISTOPHE,BP 213,4003,DIGNE LES BAINS CEDEX,04 92 30 14 03 ,,,,
20,PACA,Hte Alpes,50000231,CH DES ESCARTONS DE BRIANCON,,26 AVENUE ADRIEN DAURELLE,,5105,BRIANCON CEDEX,04 92 25 25 25 ,CS Dr FILLET Yann,yfillet@ch-briancon.fr,DMU,OUI
21,PACA,Hte Alpes,50000256,CENTRE HOSPITALIER D'EMBRUN,,8 RUE PIERRE ET MARIE CURIE,,5200,EMBRUN,04 92 43 73 00 ,CS Dr BENOIT Danielle,d.benoit@ch-embrun.fr,DMU,OUI
